id,title,description,type,repeatable,rewards,requiredItems,objectives,notes
tavern-master-q11,極寒からの脱出,もう戻ったのか？凍えてるみたいだな！焚き火のそばで暖まるんだ。体の中から暖まるものを持ってくるよ。俺のオリジナル料理だ。,生還,FALSE,gold-coin*50|campfire-kit*3|uncommon-armor*1,,ダンジョンで生き残る:0:3,ダンジョンタイプ:氷晶洞窟
tavern-master-q12,巨大な問題,捜索隊はもう安全なところにいるはずだ。さあ、戻ってきて座ってくれ。温かいシチューを用意している。寒さで凍えた体を温めてくれるだろう。,討伐,FALSE,gold-coin*50|uncommon-weapon*2,,霜巨人の狂戦士キル数:0:3|霜巨人の盾戦士キル数:0:3,ダンジョンタイプ:氷晶洞窟
tavern-master-q13,解き明かす,今のところ、私たちは学べることはすべて学んできたが、ここで止まるわけにはいかない。闇は広がりつつある。この呪いを解く方法を理解するには、もっと多くの情報が必要だ。,討伐,FALSE,gold-coin*100|rare-armor*2,,死の頭蓋キル数:0:12|ミイラキル数:0:7,ダンジョンタイプ:忘れられた城
tavern-master-q14,呪われたつながり,助けようとした司祭は、今や感染者だ。彼は彼らの一人となり、認識できないほど変わってしまった。この呪いは、肉体に刻まれたルーン文字の痕跡を持つ人々を通じて広がっているのかもしれない。,討伐,FALSE,gold-coin*100|rare-armor*2,,スケルトン斧兵キル数:0:7|スケルトン兵キル数:0:7|スケルトン槍兵キル数:0:7,ダンジョンタイプ:忘れられた城
tavern-master-q15,闇の助言者,リッチの関与は否定できない。彼は王の最も信頼されていた人物であり、君が集めた証拠から、この呪いにおいて私たちが想像していたよりもずっと大きな役割を果たしていたようだ。,探索,FALSE,gold-coin*100|epic-armor*1,,闇の儀式部屋の場所を探索する:0:1,ダンジョンタイプ:忘れられた城
tavern-master-q16,祝福あれ,古き良き祝福を受けた後の精神的な清らかさに勝るものはないってもんだ！,操作,FALSE,gold-coin*150|arcane-essence*2,,回復の祠の操作をする:0:1|力の祠の操作をする:0:1|保護の祠の操作をする:0:1|迅速の泉の操作をする:0:1,ダンジョンタイプ:忘れられた城
tavern-master-q17,守護者の怒り,無事に帰ってこれたか。これを見れば、お前があの魔物どもを確実に退治したことは確かだ。お前の腕前は本当にたいしたものだ。その勝利を祝して相応しい報酬を与えよう。,討伐・納品,FALSE,gold-coin*150|arcane-essence*2|epic-armor*1,bone-powder*1,悪魔の番犬キル数:0:10|ドレッドスパインキル数:0:5|骨粉:0:1,ダンジョンタイプ:忘れられた城
tavern-master-q18,闇との対峙,今夜はお祝いだ！君たちの健康と幸運を祈って乾杯しよう！,討伐・納品,FALSE,gold-coin*225|stash*1,flame-gas-bag*1,コカトリスキル数:0:5|スケルトン斧兵キル数:0:8|スケルトン弓兵キル数:0:8|スケルトン槍兵キル数:0:8|燃焼ガス袋:0:1,ダンジョンタイプ:忘れられた城
tavern-master-q19,冷酷な争い,君が奴らの仲間を一掃してくれたおかげで、私は以前よりずっと安心している。暖炉のそばに座って、ゆっくり休んでくれ。,討伐,FALSE,gold-coin*100|arcane-essence*2|epic-armor*1,,氷スケルトン斧兵キル数:0:10|氷スケルトン・メイス兵キル数:0:10,ダンジョンタイプ:氷晶洞窟
tavern-master-q20,アクセサリーのコレクター,君なら頼りになると思っていたよ。徴税人の借金は返済されたし、そして約束通り、報酬だ。,納品,FALSE,gold-coin*150|epic-armor*2,ectoplasm*3|frozen-claw*3,エクトプラズム:0:3|凍った爪:0:3,
tavern-master-q21,凍てつく恐怖,悪魔の勢力が氷雪山脈奥深くに巣食っている。おまけに、恐ろしい種のワイバーンを捕らえている。彼らがその獣を使ってどんな恐ろしい計画を企てているかは誰にもわからない。彼らが行動を起こす前に、排除しなければならない。,討伐,FALSE,gold-coin*200|epic-armor*2,,霜の悪魔キル数:0:3|霜インプキル数:0:5|フロスト・ワイバーンキル数:0:1,ダンジョンタイプ:氷晶洞窟
